20230424_baseline_2 Sap_UP H2O_to 3200 nm-3 - RawData
Wavelength nm.,Abs.
1817.00,0.053
1818.00,0.051
1819.00,0.052
1820.00,0.054
1821.00,0.051
1822.00,0.052
1823.00,0.051
1824.00,0.049
1825.00,0.050
1826.00,0.054
1827.00,0.055
1828.00,0.054
1829.00,0.053
1830.00,0.054
1831.00,0.055
1832.00,0.055
1833.00,0.053
1834.00,0.053
1835.00,0.056
1836.00,0.056
1837.00,0.056
1838.00,0.055
1839.00,0.054
1840.00,0.057
1841.00,0.052
1842.00,0.053
1843.00,0.057
1844.00,0.057
1845.00,0.060
1846.00,0.060
1847.00,0.062
1848.00,0.064
1849.00,0.061
1850.00,0.060
1851.00,0.062
1852.00,0.065
1853.00,0.066
1854.00,0.066
1855.00,0.065
1856.00,0.064
1857.00,0.060
1858.00,0.062
1859.00,0.063
1860.00,0.063
1861.00,0.065
1862.00,0.065
1863.00,0.068
1864.00,0.071
1865.00,0.074
1866.00,0.080
1867.00,0.081
1868.00,0.079
1869.00,0.081
1870.00,0.083
1871.00,0.089
1872.00,0.099
1873.00,0.098
1874.00,0.095
1875.00,0.099
1876.00,0.103
1877.00,0.108
1878.00,0.111
1879.00,0.116
1880.00,0.121
1881.00,0.125
1882.00,0.129
1883.00,0.138
1884.00,0.147
1885.00,0.152
1886.00,0.159
1887.00,0.166
1888.00,0.174
1889.00,0.181
1890.00,0.192
1891.00,0.205
1892.00,0.214
1893.00,0.222
1894.00,0.229
1895.00,0.238
1896.00,0.247
1897.00,0.254
1898.00,0.262
1899.00,0.272
1900.00,0.279
1901.00,0.287
1902.00,0.296
1903.00,0.301
1904.00,0.304
1905.00,0.307
1906.00,0.315
1907.00,0.321
1908.00,0.324
1909.00,0.330
1910.00,0.333
1911.00,0.333
1912.00,0.336
1913.00,0.342
1914.00,0.348
1915.00,0.352
1916.00,0.352
1917.00,0.351
1918.00,0.354
1919.00,0.357
1920.00,0.359
1921.00,0.362
1922.00,0.363
1923.00,0.364
1924.00,0.367
1925.00,0.369
1926.00,0.368
1927.00,0.370
1928.00,0.372
1929.00,0.369
1930.00,0.369
1931.00,0.370
1932.00,0.369
1933.00,0.367
1934.00,0.369
1935.00,0.369
1936.00,0.366
1937.00,0.364
1938.00,0.362
1939.00,0.360
1940.00,0.360
1941.00,0.359
1942.00,0.357
1943.00,0.355
1944.00,0.352
1945.00,0.351
1946.00,0.349
1947.00,0.347
1948.00,0.345
1949.00,0.342
1950.00,0.339
1951.00,0.337
1952.00,0.335
1953.00,0.333
1954.00,0.330
1955.00,0.326
1956.00,0.323
1957.00,0.320
1958.00,0.317
1959.00,0.315
1960.00,0.312
1961.00,0.309
1962.00,0.307
1963.00,0.306
1964.00,0.303
1965.00,0.300
1966.00,0.298
1967.00,0.296
1968.00,0.294
1969.00,0.291
1970.00,0.289
1971.00,0.286
1972.00,0.283
1973.00,0.281
1974.00,0.279
1975.00,0.276
1976.00,0.273
1977.00,0.271
1978.00,0.269
1979.00,0.267
1980.00,0.263
1981.00,0.260
1982.00,0.258
1983.00,0.255
1984.00,0.252
1985.00,0.250
1986.00,0.248
1987.00,0.246
1988.00,0.244
1989.00,0.243
1990.00,0.241
1991.00,0.238
1992.00,0.235
1993.00,0.234
1994.00,0.233
1995.00,0.230
1996.00,0.229
1997.00,0.227
1998.00,0.225
1999.00,0.223
2000.00,0.221
2001.00,0.220
2002.00,0.218
2003.00,0.215
2004.00,0.212
2005.00,0.210
2006.00,0.208
2007.00,0.206
2008.00,0.205
2009.00,0.202
2010.00,0.200
2011.00,0.198
2012.00,0.197
2013.00,0.195
2014.00,0.193
2015.00,0.192
2016.00,0.191
2017.00,0.190
2018.00,0.188
2019.00,0.187
2020.00,0.186
2021.00,0.184
2022.00,0.182
2023.00,0.181
2024.00,0.180
2025.00,0.179
2026.00,0.178
2027.00,0.176
2028.00,0.174
2029.00,0.173
2030.00,0.171
2031.00,0.169
2032.00,0.167
2033.00,0.166
2034.00,0.164
2035.00,0.162
2036.00,0.160
2037.00,0.160
2038.00,0.159
2039.00,0.158
2040.00,0.158
2041.00,0.157
2042.00,0.155
2043.00,0.155
2044.00,0.153
2045.00,0.153
2046.00,0.152
2047.00,0.152
2048.00,0.151
2049.00,0.150
2050.00,0.148
2051.00,0.146
2052.00,0.145
2053.00,0.145
2054.00,0.143
2055.00,0.142
2056.00,0.142
2057.00,0.140
2058.00,0.139
2059.00,0.138
2060.00,0.137
2061.00,0.136
2062.00,0.135
2063.00,0.134
2064.00,0.133
2065.00,0.132
2066.00,0.132
2067.00,0.131
2068.00,0.130
2069.00,0.129
2070.00,0.129
2071.00,0.128
2072.00,0.127
2073.00,0.127
2074.00,0.127
2075.00,0.126
2076.00,0.125
2077.00,0.124
2078.00,0.123
2079.00,0.122
2080.00,0.121
2081.00,0.120
2082.00,0.119
2083.00,0.118
2084.00,0.118
2085.00,0.118
2086.00,0.117
2087.00,0.115
2088.00,0.114
2089.00,0.114
2090.00,0.114
2091.00,0.112
2092.00,0.111
2093.00,0.111
2094.00,0.111
2095.00,0.111
2096.00,0.110
2097.00,0.110
2098.00,0.109
2099.00,0.109
2100.00,0.108
2101.00,0.108
2102.00,0.108
2103.00,0.107
2104.00,0.106
2105.00,0.106
2106.00,0.105
2107.00,0.104
2108.00,0.104
2109.00,0.102
2110.00,0.101
2111.00,0.101
2112.00,0.100
2113.00,0.100
2114.00,0.101
2115.00,0.100
2116.00,0.099
2117.00,0.098
2118.00,0.098
2119.00,0.098
2120.00,0.097
2121.00,0.097
2122.00,0.097
2123.00,0.097
2124.00,0.097
2125.00,0.096
2126.00,0.096
2127.00,0.096
2128.00,0.096
2129.00,0.096
2130.00,0.095
2131.00,0.095
2132.00,0.094
2133.00,0.094
2134.00,0.094
2135.00,0.093
2136.00,0.093
2137.00,0.092
2138.00,0.091
2139.00,0.090
2140.00,0.090
2141.00,0.090
2142.00,0.090
2143.00,0.089
2144.00,0.089
2145.00,0.088
2146.00,0.088
2147.00,0.087
2148.00,0.088
2149.00,0.088
2150.00,0.088
2151.00,0.088
2152.00,0.089
2153.00,0.089
2154.00,0.089
2155.00,0.088
2156.00,0.089
2157.00,0.089
2158.00,0.088
2159.00,0.088
2160.00,0.088
2161.00,0.088
2162.00,0.087
2163.00,0.086
2164.00,0.085
2165.00,0.085
2166.00,0.084
2167.00,0.084
2168.00,0.083
2169.00,0.084
2170.00,0.084
2171.00,0.083
2172.00,0.083
2173.00,0.083
2174.00,0.084
2175.00,0.086
2176.00,0.086
2177.00,0.085
2178.00,0.084
2179.00,0.085
2180.00,0.087
2181.00,0.088
2182.00,0.088
2183.00,0.087
2184.00,0.086
2185.00,0.086
2186.00,0.088
2187.00,0.087
2188.00,0.085
2189.00,0.086
2190.00,0.085
2191.00,0.084
2192.00,0.086
2193.00,0.085
2194.00,0.084
2195.00,0.085
2196.00,0.084
2197.00,0.083
2198.00,0.083
2199.00,0.083
2200.00,0.083
2201.00,0.083
2202.00,0.083
2203.00,0.083
2204.00,0.084
2205.00,0.083
2206.00,0.083
2207.00,0.083
2208.00,0.084
2209.00,0.084
2210.00,0.084
2211.00,0.085
2212.00,0.086
2213.00,0.085
2214.00,0.084
2215.00,0.084
2216.00,0.083
2217.00,0.083
2218.00,0.083
2219.00,0.083
2220.00,0.083
2221.00,0.084
2222.00,0.083
2223.00,0.082
2224.00,0.082
2225.00,0.082
2226.00,0.081
2227.00,0.082
2228.00,0.083
2229.00,0.082
2230.00,0.083
2231.00,0.083
2232.00,0.082
2233.00,0.082
2234.00,0.083
2235.00,0.083
2236.00,0.082
2237.00,0.083
2238.00,0.084
2239.00,0.085
2240.00,0.085
2241.00,0.084
2242.00,0.085
2243.00,0.086
2244.00,0.086
2245.00,0.086
2246.00,0.085
2247.00,0.085
2248.00,0.086
2249.00,0.087
2250.00,0.087
2251.00,0.086
2252.00,0.085
2253.00,0.085
2254.00,0.085
2255.00,0.085
2256.00,0.084
2257.00,0.084
2258.00,0.084
2259.00,0.085
2260.00,0.086
2261.00,0.086
2262.00,0.086
2263.00,0.087
2264.00,0.087
2265.00,0.087
2266.00,0.087
2267.00,0.087
2268.00,0.088
2269.00,0.089
2270.00,0.091
2271.00,0.091
2272.00,0.091
2273.00,0.090
2274.00,0.090
2275.00,0.090
2276.00,0.091
2277.00,0.090
2278.00,0.090
2279.00,0.091
2280.00,0.090
2281.00,0.089
2282.00,0.090
2283.00,0.090
2284.00,0.090
2285.00,0.090
2286.00,0.091
2287.00,0.091
2288.00,0.091
2289.00,0.091
2290.00,0.092
2291.00,0.092
2292.00,0.093
2293.00,0.093
2294.00,0.093
2295.00,0.093
2296.00,0.094
2297.00,0.094
2298.00,0.096
2299.00,0.097
2300.00,0.098
2301.00,0.098
2302.00,0.099
2303.00,0.099
2304.00,0.099
2305.00,0.099
2306.00,0.100
2307.00,0.101
2308.00,0.101
2309.00,0.102
2310.00,0.101
2311.00,0.101
2312.00,0.102
2313.00,0.102
2314.00,0.101
2315.00,0.101
2316.00,0.101
2317.00,0.103
2318.00,0.103
2319.00,0.103
2320.00,0.104
2321.00,0.103
2322.00,0.105
2323.00,0.106
2324.00,0.106
2325.00,0.106
2326.00,0.107
2327.00,0.108
2328.00,0.110
2329.00,0.111
2330.00,0.111
2331.00,0.113
2332.00,0.114
2333.00,0.114
2334.00,0.113
2335.00,0.115
2336.00,0.116
2337.00,0.116
2338.00,0.116
2339.00,0.118
2340.00,0.119
2341.00,0.119
2342.00,0.118
2343.00,0.118
2344.00,0.118
2345.00,0.118
2346.00,0.119
2347.00,0.120
2348.00,0.122
2349.00,0.121
2350.00,0.121
2351.00,0.122
2352.00,0.123
2353.00,0.124
2354.00,0.125
2355.00,0.126
2356.00,0.128
2357.00,0.128
2358.00,0.130
2359.00,0.131
2360.00,0.131
2361.00,0.131
2362.00,0.133
2363.00,0.133
2364.00,0.133
2365.00,0.135
2366.00,0.135
2367.00,0.135
2368.00,0.137
2369.00,0.138
2370.00,0.138
2371.00,0.138
2372.00,0.138
2373.00,0.139
2374.00,0.140
2375.00,0.140
2376.00,0.140
2377.00,0.141
2378.00,0.142
2379.00,0.143
2380.00,0.143
2381.00,0.143
2382.00,0.144
2383.00,0.146
2384.00,0.147
2385.00,0.148
2386.00,0.148
2387.00,0.149
2388.00,0.151
2389.00,0.151
2390.00,0.152
2391.00,0.154
2392.00,0.155
2393.00,0.155
2394.00,0.157
2395.00,0.158
2396.00,0.159
2397.00,0.160
2398.00,0.162
2399.00,0.163
2400.00,0.163
2401.00,0.163
2402.00,0.163
2403.00,0.164
2404.00,0.166
2405.00,0.165
2406.00,0.166
2407.00,0.168
2408.00,0.169
2409.00,0.170
2410.00,0.170
2411.00,0.170
2412.00,0.170
2413.00,0.171
2414.00,0.172
2415.00,0.172
2416.00,0.173
2417.00,0.174
2418.00,0.177
2419.00,0.179
2420.00,0.180
2421.00,0.181
2422.00,0.183
2423.00,0.184
2424.00,0.186
2425.00,0.187
2426.00,0.188
2427.00,0.190
2428.00,0.192
2429.00,0.193
2430.00,0.192
2431.00,0.193
2432.00,0.196
2433.00,0.197
2434.00,0.197
2435.00,0.200
2436.00,0.201
2437.00,0.199
2438.00,0.200
2439.00,0.201
2440.00,0.202
2441.00,0.203
2442.00,0.205
2443.00,0.206
2444.00,0.207
2445.00,0.209
2446.00,0.210
2447.00,0.210
2448.00,0.213
2449.00,0.216
2450.00,0.217
2451.00,0.218
2452.00,0.220
2453.00,0.222
2454.00,0.223
2455.00,0.224
2456.00,0.227
2457.00,0.228
2458.00,0.230
2459.00,0.231
2460.00,0.232
2461.00,0.234
2462.00,0.238
2463.00,0.238
2464.00,0.237
2465.00,0.238
2466.00,0.239
2467.00,0.242
2468.00,0.245
2469.00,0.245
2470.00,0.244
2471.00,0.244
2472.00,0.246
2473.00,0.249
2474.00,0.250
2475.00,0.250
2476.00,0.252
2477.00,0.255
2478.00,0.255
2479.00,0.257
2480.00,0.259
2481.00,0.261
2482.00,0.263
2483.00,0.265
2484.00,0.267
2485.00,0.267
2486.00,0.268
2487.00,0.269
2488.00,0.271
2489.00,0.274
2490.00,0.276
2491.00,0.278
2492.00,0.280
2493.00,0.282
2494.00,0.282
2495.00,0.281
2496.00,0.283
2497.00,0.284
2498.00,0.284
2499.00,0.283
2500.00,0.284
2501.00,0.285
2502.00,0.284
2503.00,0.285
2504.00,0.289
2505.00,0.289
2506.00,0.289
2507.00,0.290
2508.00,0.290
2509.00,0.290
2510.00,0.292
2511.00,0.293
2512.00,0.295
2513.00,0.297
2514.00,0.297
2515.00,0.296
2516.00,0.296
2517.00,0.296
2518.00,0.300
2519.00,0.301
2520.00,0.303
2521.00,0.306
2522.00,0.305
2523.00,0.304
2524.00,0.305
2525.00,0.304
2526.00,0.304
2527.00,0.306
2528.00,0.307
2529.00,0.305
2530.00,0.303
2531.00,0.302
2532.00,0.300
2533.00,0.298
2534.00,0.303
2535.00,0.304
2536.00,0.304
2537.00,0.308
2538.00,0.304
2539.00,0.303
2540.00,0.309
2541.00,0.309
2542.00,0.306
2543.00,0.310
2544.00,0.311
2545.00,0.314
2546.00,0.315
2547.00,0.315
2548.00,0.311
2549.00,0.304
2550.00,0.310
2551.00,0.319
2552.00,0.321
2553.00,0.317
2554.00,0.311
2555.00,0.309
2556.00,0.310
2557.00,0.305
2558.00,0.306
2559.00,0.319
2560.00,0.324
2561.00,0.335
2562.00,0.334
2563.00,0.316
2564.00,0.307
2565.00,0.305
2566.00,0.308
2567.00,0.302
2568.00,0.300
2569.00,0.301
2570.00,0.304
2571.00,0.299
2572.00,0.307
2573.00,0.320
2574.00,0.325
2575.00,0.345
2576.00,0.345
2577.00,0.329
2578.00,0.328
2579.00,0.330
2580.00,0.323
2581.00,0.313
2582.00,0.323
2583.00,0.333
2584.00,0.337
2585.00,0.356
2586.00,0.354
2587.00,0.335
2588.00,0.320
2589.00,0.326
2590.00,0.333
2591.00,0.325
2592.00,0.345
2593.00,0.349
2594.00,0.344
2595.00,0.356
2596.00,0.348
2597.00,0.342
2598.00,0.346
2599.00,0.353
2600.00,0.354
