20230424_F3_PCT-C3-SO3Na 2 mgml_H2SO4 0p01 N-2 - RawData
Wavelength nm.,Abs.
1811.00,0.203
1812.00,0.203
1813.00,0.204
1814.00,0.206
1815.00,0.206
1816.00,0.203
1817.00,0.203
1818.00,0.205
1819.00,0.208
1820.00,0.208
1821.00,0.204
1822.00,0.204
1823.00,0.204
1824.00,0.203
1825.00,0.209
1826.00,0.213
1827.00,0.209
1828.00,0.206
1829.00,0.207
1830.00,0.208
1831.00,0.209
1832.00,0.208
1833.00,0.209
1834.00,0.209
1835.00,0.210
1836.00,0.212
1837.00,0.208
1838.00,0.209
1839.00,0.211
1840.00,0.211
1841.00,0.207
1842.00,0.209
1843.00,0.214
1844.00,0.214
1845.00,0.214
1846.00,0.215
1847.00,0.215
1848.00,0.215
1849.00,0.219
1850.00,0.220
1851.00,0.223
1852.00,0.227
1853.00,0.226
1854.00,0.224
1855.00,0.222
1856.00,0.223
1857.00,0.221
1858.00,0.223
1859.00,0.230
1860.00,0.230
1861.00,0.229
1862.00,0.230
1863.00,0.232
1864.00,0.235
1865.00,0.239
1866.00,0.242
1867.00,0.245
1868.00,0.244
1869.00,0.243
1870.00,0.246
1871.00,0.255
1872.00,0.267
1873.00,0.262
1874.00,0.261
1875.00,0.265
1876.00,0.266
1877.00,0.272
1878.00,0.278
1879.00,0.283
1880.00,0.288
1881.00,0.293
1882.00,0.297
1883.00,0.306
1884.00,0.314
1885.00,0.319
1886.00,0.326
1887.00,0.334
1888.00,0.341
1889.00,0.348
1890.00,0.361
1891.00,0.373
1892.00,0.381
1893.00,0.389
1894.00,0.400
1895.00,0.409
1896.00,0.419
1897.00,0.425
1898.00,0.435
1899.00,0.444
1900.00,0.452
1901.00,0.458
1902.00,0.469
1903.00,0.480
1904.00,0.485
1905.00,0.489
1906.00,0.495
1907.00,0.499
1908.00,0.503
1909.00,0.508
1910.00,0.515
1911.00,0.518
1912.00,0.518
1913.00,0.522
1914.00,0.527
1915.00,0.533
1916.00,0.536
1917.00,0.537
1918.00,0.539
1919.00,0.545
1920.00,0.551
1921.00,0.551
1922.00,0.548
1923.00,0.549
1924.00,0.549
1925.00,0.552
1926.00,0.554
1927.00,0.554
1928.00,0.555
1929.00,0.556
1930.00,0.558
1931.00,0.557
1932.00,0.558
1933.00,0.556
1934.00,0.553
1935.00,0.554
1936.00,0.555
1937.00,0.554
1938.00,0.553
1939.00,0.552
1940.00,0.550
1941.00,0.546
1942.00,0.545
1943.00,0.545
1944.00,0.543
1945.00,0.539
1946.00,0.538
1947.00,0.535
1948.00,0.534
1949.00,0.533
1950.00,0.530
1951.00,0.527
1952.00,0.525
1953.00,0.523
1954.00,0.520
1955.00,0.518
1956.00,0.514
1957.00,0.512
1958.00,0.510
1959.00,0.508
1960.00,0.505
1961.00,0.503
1962.00,0.501
1963.00,0.497
1964.00,0.495
1965.00,0.491
1966.00,0.491
1967.00,0.489
1968.00,0.485
1969.00,0.482
1970.00,0.480
1971.00,0.479
1972.00,0.477
1973.00,0.474
1974.00,0.473
1975.00,0.471
1976.00,0.468
1977.00,0.465
1978.00,0.462
1979.00,0.461
1980.00,0.460
1981.00,0.457
1982.00,0.454
1983.00,0.452
1984.00,0.450
1985.00,0.448
1986.00,0.445
1987.00,0.443
1988.00,0.440
1989.00,0.439
1990.00,0.435
1991.00,0.434
1992.00,0.433
1993.00,0.431
1994.00,0.428
1995.00,0.427
1996.00,0.426
1997.00,0.425
1998.00,0.423
1999.00,0.421
2000.00,0.419
2001.00,0.416
2002.00,0.415
2003.00,0.414
2004.00,0.413
2005.00,0.411
2006.00,0.410
2007.00,0.408
2008.00,0.406
2009.00,0.404
2010.00,0.403
2011.00,0.400
2012.00,0.399
2013.00,0.396
2014.00,0.396
2015.00,0.395
2016.00,0.393
2017.00,0.391
2018.00,0.391
2019.00,0.390
2020.00,0.388
2021.00,0.386
2022.00,0.385
2023.00,0.384
2024.00,0.383
2025.00,0.383
2026.00,0.381
2027.00,0.379
2028.00,0.379
2029.00,0.378
2030.00,0.375
2031.00,0.374
2032.00,0.374
2033.00,0.375
2034.00,0.371
2035.00,0.370
2036.00,0.368
2037.00,0.367
2038.00,0.365
2039.00,0.365
2040.00,0.365
2041.00,0.364
2042.00,0.363
2043.00,0.364
2044.00,0.365
2045.00,0.362
2046.00,0.362
2047.00,0.359
2048.00,0.360
2049.00,0.358
2050.00,0.358
2051.00,0.356
2052.00,0.355
2053.00,0.355
2054.00,0.354
2055.00,0.355
2056.00,0.352
2057.00,0.353
2058.00,0.351
2059.00,0.351
2060.00,0.350
2061.00,0.350
2062.00,0.350
2063.00,0.347
2064.00,0.347
2065.00,0.345
2066.00,0.347
2067.00,0.344
2068.00,0.343
2069.00,0.342
2070.00,0.341
2071.00,0.343
2072.00,0.342
2073.00,0.343
2074.00,0.340
2075.00,0.341
2076.00,0.339
2077.00,0.339
2078.00,0.339
2079.00,0.338
2080.00,0.338
2081.00,0.336
2082.00,0.337
2083.00,0.336
2084.00,0.337
2085.00,0.335
2086.00,0.336
2087.00,0.334
2088.00,0.333
2089.00,0.334
2090.00,0.334
2091.00,0.335
2092.00,0.331
2093.00,0.332
2094.00,0.330
2095.00,0.332
2096.00,0.330
2097.00,0.328
2098.00,0.329
2099.00,0.327
2100.00,0.329
2101.00,0.328
2102.00,0.330
2103.00,0.329
2104.00,0.330
2105.00,0.329
2106.00,0.326
2107.00,0.327
2108.00,0.325
2109.00,0.327
2110.00,0.324
2111.00,0.327
2112.00,0.326
2113.00,0.327
2114.00,0.327
2115.00,0.326
2116.00,0.326
2117.00,0.322
2118.00,0.324
2119.00,0.324
2120.00,0.325
2121.00,0.325
2122.00,0.323
2123.00,0.325
2124.00,0.322
2125.00,0.323
2126.00,0.322
2127.00,0.322
2128.00,0.323
2129.00,0.321
2130.00,0.325
2131.00,0.322
2132.00,0.324
2133.00,0.323
2134.00,0.323
2135.00,0.325
2136.00,0.321
2137.00,0.322
2138.00,0.321
2139.00,0.323
2140.00,0.323
2141.00,0.320
2142.00,0.324
2143.00,0.321
2144.00,0.322
2145.00,0.321
2146.00,0.320
2147.00,0.323
2148.00,0.320
2149.00,0.323
2150.00,0.322
2151.00,0.321
2152.00,0.323
2153.00,0.319
2154.00,0.323
2155.00,0.321
2156.00,0.321
2157.00,0.323
2158.00,0.321
2159.00,0.325
2160.00,0.322
2161.00,0.324
2162.00,0.322
2163.00,0.320
2164.00,0.324
2165.00,0.322
2166.00,0.325
2167.00,0.322
2168.00,0.322
2169.00,0.323
2170.00,0.321
2171.00,0.325
2172.00,0.321
2173.00,0.323
2174.00,0.325
2175.00,0.324
2176.00,0.326
2177.00,0.321
2178.00,0.323
2179.00,0.325
2180.00,0.326
2181.00,0.327
2182.00,0.324
2183.00,0.327
2184.00,0.325
2185.00,0.327
2186.00,0.329
2187.00,0.327
2188.00,0.330
2189.00,0.326
2190.00,0.329
2191.00,0.328
2192.00,0.325
2193.00,0.330
2194.00,0.327
2195.00,0.330
2196.00,0.330
2197.00,0.326
2198.00,0.329
2199.00,0.327
2200.00,0.330
2201.00,0.329
2202.00,0.327
2203.00,0.330
2204.00,0.327
2205.00,0.330
2206.00,0.330
2207.00,0.327
2208.00,0.332
2209.00,0.327
2210.00,0.328
2211.00,0.332
2212.00,0.329
2213.00,0.333
2214.00,0.331
2215.00,0.330
2216.00,0.332
2217.00,0.329
2218.00,0.335
2219.00,0.333
2220.00,0.331
2221.00,0.335
2222.00,0.330
2223.00,0.333
2224.00,0.335
2225.00,0.332
2226.00,0.337
2227.00,0.334
2228.00,0.334
2229.00,0.338
2230.00,0.333
2231.00,0.334
2232.00,0.336
2233.00,0.333
2234.00,0.338
2235.00,0.334
2236.00,0.334
2237.00,0.339
2238.00,0.335
2239.00,0.338
2240.00,0.338
2241.00,0.336
2242.00,0.341
2243.00,0.336
2244.00,0.337
2245.00,0.340
2246.00,0.337
2247.00,0.342
2248.00,0.338
2249.00,0.340
2250.00,0.343
2251.00,0.339
2252.00,0.345
2253.00,0.343
2254.00,0.341
2255.00,0.347
2256.00,0.341
2257.00,0.341
2258.00,0.345
2259.00,0.342
2260.00,0.346
2261.00,0.345
2262.00,0.343
2263.00,0.348
2264.00,0.344
2265.00,0.348
2266.00,0.348
2267.00,0.344
2268.00,0.348
2269.00,0.346
2270.00,0.349
2271.00,0.352
2272.00,0.348
2273.00,0.352
2274.00,0.350
2275.00,0.348
2276.00,0.354
2277.00,0.351
2278.00,0.351
2279.00,0.355
2280.00,0.349
2281.00,0.353
2282.00,0.355
2283.00,0.353
2284.00,0.359
2285.00,0.354
2286.00,0.353
2287.00,0.358
2288.00,0.353
2289.00,0.358
2290.00,0.361
2291.00,0.356
2292.00,0.361
2293.00,0.359
2294.00,0.356
2295.00,0.362
2296.00,0.359
2297.00,0.360
2298.00,0.365
2299.00,0.360
2300.00,0.363
2301.00,0.365
2302.00,0.360
2303.00,0.366
2304.00,0.365
2305.00,0.362
2306.00,0.370
2307.00,0.366
2308.00,0.364
2309.00,0.372
2310.00,0.367
2311.00,0.368
2312.00,0.375
2313.00,0.368
2314.00,0.371
2315.00,0.375
2316.00,0.370
2317.00,0.376
2318.00,0.378
2319.00,0.372
2320.00,0.378
2321.00,0.379
2322.00,0.375
2323.00,0.382
2324.00,0.379
2325.00,0.378
2326.00,0.382
2327.00,0.378
2328.00,0.383
2329.00,0.385
2330.00,0.380
2331.00,0.386
2332.00,0.384
2333.00,0.381
2334.00,0.388
2335.00,0.387
2336.00,0.386
2337.00,0.394
2338.00,0.389
2339.00,0.390
2340.00,0.398
2341.00,0.392
2342.00,0.395
2343.00,0.397
2344.00,0.391
2345.00,0.397
2346.00,0.398
2347.00,0.396
2348.00,0.403
2349.00,0.400
2350.00,0.399
2351.00,0.407
2352.00,0.402
2353.00,0.403
2354.00,0.408
2355.00,0.403
2356.00,0.408
2357.00,0.410
2358.00,0.404
2359.00,0.413
2360.00,0.412
2361.00,0.404
2362.00,0.411
2363.00,0.412
2364.00,0.408
2365.00,0.417
2366.00,0.417
2367.00,0.412
2368.00,0.420
2369.00,0.418
2370.00,0.416
2371.00,0.424
2372.00,0.422
2373.00,0.420
2374.00,0.426
2375.00,0.422
2376.00,0.421
2377.00,0.430
2378.00,0.426
2379.00,0.426
2380.00,0.436
2381.00,0.428
2382.00,0.428
2383.00,0.438
2384.00,0.432
2385.00,0.432
2386.00,0.439
2387.00,0.435
2388.00,0.437
2389.00,0.443
2390.00,0.435
2391.00,0.437
2392.00,0.446
2393.00,0.440
2394.00,0.439
2395.00,0.448
2396.00,0.444
2397.00,0.444
2398.00,0.452
2399.00,0.446
2400.00,0.445
2401.00,0.454
2402.00,0.448
2403.00,0.450
2404.00,0.460
2405.00,0.455
2406.00,0.454
2407.00,0.462
2408.00,0.457
2409.00,0.458
2410.00,0.467
2411.00,0.463
2412.00,0.465
2413.00,0.470
2414.00,0.462
2415.00,0.466
2416.00,0.475
2417.00,0.467
2418.00,0.469
2419.00,0.478
2420.00,0.471
2421.00,0.473
2422.00,0.481
2423.00,0.476
2424.00,0.477
2425.00,0.485
2426.00,0.480
2427.00,0.484
2428.00,0.490
2429.00,0.481
2430.00,0.482
2431.00,0.491
2432.00,0.486
2433.00,0.490
2434.00,0.496
2435.00,0.489
2436.00,0.493
2437.00,0.499
2438.00,0.492
2439.00,0.496
2440.00,0.505
2441.00,0.498
2442.00,0.499
2443.00,0.509
2444.00,0.507
2445.00,0.508
2446.00,0.519
2447.00,0.513
2448.00,0.509
2449.00,0.519
2450.00,0.517
2451.00,0.513
2452.00,0.525
2453.00,0.527
2454.00,0.518
2455.00,0.528
2456.00,0.532
2457.00,0.522
2458.00,0.527
2459.00,0.535
2460.00,0.530
2461.00,0.535
2462.00,0.544
2463.00,0.539
2464.00,0.538
2465.00,0.547
2466.00,0.544
2467.00,0.541
2468.00,0.554
2469.00,0.554
2470.00,0.545
2471.00,0.553
2472.00,0.559
2473.00,0.551
2474.00,0.554
2475.00,0.564
2476.00,0.558
2477.00,0.556
2478.00,0.568
2479.00,0.566
2480.00,0.565
2481.00,0.575
2482.00,0.574
2483.00,0.563
2484.00,0.569
2485.00,0.578
2486.00,0.573
2487.00,0.579
2488.00,0.584
2489.00,0.573
2490.00,0.579
2491.00,0.592
2492.00,0.585
2493.00,0.583
2494.00,0.589
2495.00,0.584
2496.00,0.584
2497.00,0.596
2498.00,0.594
2499.00,0.590
2500.00,0.600
2501.00,0.598
2502.00,0.589
2503.00,0.599
2504.00,0.604
2505.00,0.596
2506.00,0.603
2507.00,0.608
2508.00,0.600
2509.00,0.603
2510.00,0.614
2511.00,0.609
2512.00,0.606
2513.00,0.616
2514.00,0.611
2515.00,0.606
2516.00,0.616
2517.00,0.617
2518.00,0.608
2519.00,0.615
2520.00,0.621
2521.00,0.612
2522.00,0.614
2523.00,0.625
2524.00,0.616
2525.00,0.614
2526.00,0.627
2527.00,0.624
2528.00,0.615
2529.00,0.621
2530.00,0.626
2531.00,0.616
2532.00,0.618
2533.00,0.628
2534.00,0.623
2535.00,0.623
2536.00,0.631
2537.00,0.627
2538.00,0.616
2539.00,0.622
2540.00,0.631
2541.00,0.629
2542.00,0.629
2543.00,0.638
2544.00,0.632
2545.00,0.624
2546.00,0.640
2547.00,0.636
2548.00,0.616
2549.00,0.623
2550.00,0.636
2551.00,0.636
2552.00,0.637
2553.00,0.642
2554.00,0.635
2555.00,0.625
2556.00,0.632
2557.00,0.634
2558.00,0.614
2559.00,0.622
2560.00,0.646
2561.00,0.653
2562.00,0.649
2563.00,0.660
2564.00,0.652
2565.00,0.626
2566.00,0.637
2567.00,0.642
2568.00,0.647
2569.00,0.642
2570.00,0.640
2571.00,0.652
2572.00,0.650
2573.00,0.657
2574.00,0.660
2575.00,0.655
2576.00,0.661
2577.00,0.665
2578.00,0.655
2579.00,0.652
2580.00,0.645
2581.00,0.639
2582.00,0.673
2583.00,0.677
2584.00,0.661
2585.00,0.671
2586.00,0.671
2587.00,0.665
2588.00,0.644
2589.00,0.644
2590.00,0.665
2591.00,0.657
2592.00,0.642
2593.00,0.690
2594.00,0.713
2595.00,0.681
2596.00,0.672
2597.00,0.678
2598.00,0.688
2599.00,0.689
2600.00,0.689
