20230424_F4_PCT-C3-SO3Na 2 mgml_H2SO4 0p05 N - RawData
Wavelength nm.,Abs.
1807.00,0.209
1808.00,0.209
1809.00,0.209
1810.00,0.209
1811.00,0.209
1812.00,0.209
1813.00,0.209
1814.00,0.211
1815.00,0.211
1816.00,0.211
1817.00,0.212
1818.00,0.210
1819.00,0.212
1820.00,0.215
1821.00,0.212
1822.00,0.211
1823.00,0.213
1824.00,0.212
1825.00,0.212
1826.00,0.215
1827.00,0.216
1828.00,0.215
1829.00,0.213
1830.00,0.213
1831.00,0.215
1832.00,0.215
1833.00,0.213
1834.00,0.214
1835.00,0.217
1836.00,0.219
1837.00,0.220
1838.00,0.218
1839.00,0.219
1840.00,0.222
1841.00,0.220
1842.00,0.220
1843.00,0.223
1844.00,0.223
1845.00,0.227
1846.00,0.229
1847.00,0.230
1848.00,0.231
1849.00,0.227
1850.00,0.226
1851.00,0.227
1852.00,0.228
1853.00,0.231
1854.00,0.232
1855.00,0.232
1856.00,0.233
1857.00,0.231
1858.00,0.229
1859.00,0.230
1860.00,0.232
1861.00,0.235
1862.00,0.236
1863.00,0.238
1864.00,0.241
1865.00,0.245
1866.00,0.248
1867.00,0.252
1868.00,0.256
1869.00,0.256
1870.00,0.254
1871.00,0.255
1872.00,0.267
1873.00,0.269
1874.00,0.266
1875.00,0.271
1876.00,0.276
1877.00,0.280
1878.00,0.285
1879.00,0.290
1880.00,0.294
1881.00,0.297
1882.00,0.304
1883.00,0.312
1884.00,0.319
1885.00,0.326
1886.00,0.334
1887.00,0.343
1888.00,0.352
1889.00,0.358
1890.00,0.365
1891.00,0.376
1892.00,0.386
1893.00,0.393
1894.00,0.403
1895.00,0.411
1896.00,0.419
1897.00,0.430
1898.00,0.439
1899.00,0.447
1900.00,0.454
1901.00,0.459
1902.00,0.466
1903.00,0.481
1904.00,0.488
1905.00,0.488
1906.00,0.497
1907.00,0.502
1908.00,0.505
1909.00,0.509
1910.00,0.515
1911.00,0.518
1912.00,0.516
1913.00,0.519
1914.00,0.527
1915.00,0.534
1916.00,0.536
1917.00,0.538
1918.00,0.543
1919.00,0.548
1920.00,0.550
1921.00,0.550
1922.00,0.551
1923.00,0.551
1924.00,0.547
1925.00,0.549
1926.00,0.551
1927.00,0.554
1928.00,0.556
1929.00,0.556
1930.00,0.557
1931.00,0.556
1932.00,0.556
1933.00,0.557
1934.00,0.553
1935.00,0.551
1936.00,0.553
1937.00,0.553
1938.00,0.551
1939.00,0.549
1940.00,0.549
1941.00,0.549
1942.00,0.546
1943.00,0.542
1944.00,0.540
1945.00,0.538
1946.00,0.538
1947.00,0.535
1948.00,0.534
1949.00,0.532
1950.00,0.528
1951.00,0.526
1952.00,0.524
1953.00,0.522
1954.00,0.520
1955.00,0.517
1956.00,0.515
1957.00,0.514
1958.00,0.511
1959.00,0.509
1960.00,0.508
1961.00,0.506
1962.00,0.503
1963.00,0.501
1964.00,0.498
1965.00,0.494
1966.00,0.491
1967.00,0.489
1968.00,0.486
1969.00,0.484
1970.00,0.484
1971.00,0.480
1972.00,0.477
1973.00,0.474
1974.00,0.473
1975.00,0.471
1976.00,0.469
1977.00,0.466
1978.00,0.465
1979.00,0.463
1980.00,0.461
1981.00,0.459
1982.00,0.456
1983.00,0.454
1984.00,0.452
1985.00,0.450
1986.00,0.448
1987.00,0.445
1988.00,0.443
1989.00,0.442
1990.00,0.439
1991.00,0.437
1992.00,0.435
1993.00,0.433
1994.00,0.433
1995.00,0.431
1996.00,0.429
1997.00,0.426
1998.00,0.426
1999.00,0.424
2000.00,0.422
2001.00,0.419
2002.00,0.417
2003.00,0.416
2004.00,0.415
2005.00,0.413
2006.00,0.411
2007.00,0.411
2008.00,0.409
2009.00,0.405
2010.00,0.405
2011.00,0.406
2012.00,0.404
2013.00,0.402
2014.00,0.401
2015.00,0.399
2016.00,0.398
2017.00,0.396
2018.00,0.395
2019.00,0.393
2020.00,0.393
2021.00,0.392
2022.00,0.390
2023.00,0.389
2024.00,0.388
2025.00,0.387
2026.00,0.386
2027.00,0.384
2028.00,0.382
2029.00,0.381
2030.00,0.380
2031.00,0.379
2032.00,0.379
2033.00,0.377
2034.00,0.376
2035.00,0.375
2036.00,0.372
2037.00,0.373
2038.00,0.373
2039.00,0.372
2040.00,0.372
2041.00,0.372
2042.00,0.370
2043.00,0.369
2044.00,0.369
2045.00,0.368
2046.00,0.367
2047.00,0.365
2048.00,0.363
2049.00,0.362
2050.00,0.361
2051.00,0.359
2052.00,0.360
2053.00,0.359
2054.00,0.358
2055.00,0.358
2056.00,0.356
2057.00,0.356
2058.00,0.355
2059.00,0.355
2060.00,0.356
2061.00,0.355
2062.00,0.354
2063.00,0.354
2064.00,0.353
2065.00,0.352
2066.00,0.351
2067.00,0.350
2068.00,0.351
2069.00,0.350
2070.00,0.349
2071.00,0.349
2072.00,0.350
2073.00,0.349
2074.00,0.347
2075.00,0.348
2076.00,0.347
2077.00,0.345
2078.00,0.344
2079.00,0.344
2080.00,0.344
2081.00,0.343
2082.00,0.344
2083.00,0.345
2084.00,0.343
2085.00,0.341
2086.00,0.341
2087.00,0.340
2088.00,0.340
2089.00,0.341
2090.00,0.342
2091.00,0.340
2092.00,0.338
2093.00,0.339
2094.00,0.338
2095.00,0.339
2096.00,0.338
2097.00,0.337
2098.00,0.337
2099.00,0.337
2100.00,0.337
2101.00,0.336
2102.00,0.336
2103.00,0.335
2104.00,0.335
2105.00,0.334
2106.00,0.333
2107.00,0.332
2108.00,0.333
2109.00,0.332
2110.00,0.331
2111.00,0.331
2112.00,0.330
2113.00,0.332
2114.00,0.332
2115.00,0.331
2116.00,0.330
2117.00,0.331
2118.00,0.331
2119.00,0.331
2120.00,0.332
2121.00,0.331
2122.00,0.330
2123.00,0.330
2124.00,0.330
2125.00,0.330
2126.00,0.329
2127.00,0.329
2128.00,0.330
2129.00,0.330
2130.00,0.330
2131.00,0.330
2132.00,0.330
2133.00,0.329
2134.00,0.328
2135.00,0.329
2136.00,0.328
2137.00,0.329
2138.00,0.328
2139.00,0.330
2140.00,0.329
2141.00,0.328
2142.00,0.328
2143.00,0.327
2144.00,0.327
2145.00,0.327
2146.00,0.328
2147.00,0.327
2148.00,0.327
2149.00,0.329
2150.00,0.328
2151.00,0.330
2152.00,0.330
2153.00,0.328
2154.00,0.328
2155.00,0.328
2156.00,0.329
2157.00,0.329
2158.00,0.330
2159.00,0.331
2160.00,0.332
2161.00,0.332
2162.00,0.330
2163.00,0.328
2164.00,0.328
2165.00,0.329
2166.00,0.329
2167.00,0.328
2168.00,0.329
2169.00,0.328
2170.00,0.329
2171.00,0.329
2172.00,0.329
2173.00,0.330
2174.00,0.330
2175.00,0.332
2176.00,0.331
2177.00,0.332
2178.00,0.334
2179.00,0.334
2180.00,0.333
2181.00,0.332
2182.00,0.333
2183.00,0.332
2184.00,0.331
2185.00,0.334
2186.00,0.335
2187.00,0.334
2188.00,0.333
2189.00,0.333
2190.00,0.332
2191.00,0.333
2192.00,0.333
2193.00,0.332
2194.00,0.335
2195.00,0.335
2196.00,0.333
2197.00,0.335
2198.00,0.333
2199.00,0.334
2200.00,0.335
2201.00,0.333
2202.00,0.334
2203.00,0.335
2204.00,0.336
2205.00,0.337
2206.00,0.337
2207.00,0.337
2208.00,0.337
2209.00,0.338
2210.00,0.339
2211.00,0.337
2212.00,0.337
2213.00,0.338
2214.00,0.339
2215.00,0.338
2216.00,0.338
2217.00,0.339
2218.00,0.339
2219.00,0.339
2220.00,0.339
2221.00,0.338
2222.00,0.339
2223.00,0.339
2224.00,0.339
2225.00,0.340
2226.00,0.339
2227.00,0.340
2228.00,0.340
2229.00,0.339
2230.00,0.341
2231.00,0.341
2232.00,0.340
2233.00,0.342
2234.00,0.342
2235.00,0.342
2236.00,0.343
2237.00,0.342
2238.00,0.343
2239.00,0.343
2240.00,0.343
2241.00,0.344
2242.00,0.344
2243.00,0.346
2244.00,0.346
2245.00,0.347
2246.00,0.349
2247.00,0.347
2248.00,0.346
2249.00,0.348
2250.00,0.349
2251.00,0.350
2252.00,0.350
2253.00,0.349
2254.00,0.350
2255.00,0.350
2256.00,0.350
2257.00,0.350
2258.00,0.350
2259.00,0.350
2260.00,0.351
2261.00,0.352
2262.00,0.353
2263.00,0.352
2264.00,0.351
2265.00,0.352
2266.00,0.353
2267.00,0.355
2268.00,0.355
2269.00,0.354
2270.00,0.355
2271.00,0.356
2272.00,0.358
2273.00,0.359
2274.00,0.357
2275.00,0.359
2276.00,0.359
2277.00,0.358
2278.00,0.358
2279.00,0.358
2280.00,0.358
2281.00,0.360
2282.00,0.359
2283.00,0.360
2284.00,0.360
2285.00,0.361
2286.00,0.362
2287.00,0.362
2288.00,0.362
2289.00,0.363
2290.00,0.362
2291.00,0.364
2292.00,0.365
2293.00,0.364
2294.00,0.366
2295.00,0.364
2296.00,0.364
2297.00,0.366
2298.00,0.366
2299.00,0.369
2300.00,0.370
2301.00,0.368
2302.00,0.370
2303.00,0.372
2304.00,0.372
2305.00,0.373
2306.00,0.373
2307.00,0.373
2308.00,0.374
2309.00,0.374
2310.00,0.375
2311.00,0.377
2312.00,0.376
2313.00,0.377
2314.00,0.378
2315.00,0.378
2316.00,0.379
2317.00,0.381
2318.00,0.380
2319.00,0.381
2320.00,0.382
2321.00,0.383
2322.00,0.384
2323.00,0.384
2324.00,0.385
2325.00,0.386
2326.00,0.384
2327.00,0.385
2328.00,0.386
2329.00,0.387
2330.00,0.389
2331.00,0.391
2332.00,0.391
2333.00,0.392
2334.00,0.392
2335.00,0.392
2336.00,0.395
2337.00,0.395
2338.00,0.396
2339.00,0.399
2340.00,0.400
2341.00,0.403
2342.00,0.403
2343.00,0.401
2344.00,0.402
2345.00,0.402
2346.00,0.403
2347.00,0.405
2348.00,0.404
2349.00,0.406
2350.00,0.407
2351.00,0.407
2352.00,0.407
2353.00,0.409
2354.00,0.408
2355.00,0.410
2356.00,0.411
2357.00,0.412
2358.00,0.414
2359.00,0.415
2360.00,0.415
2361.00,0.417
2362.00,0.417
2363.00,0.416
2364.00,0.418
2365.00,0.418
2366.00,0.418
2367.00,0.421
2368.00,0.422
2369.00,0.423
2370.00,0.425
2371.00,0.424
2372.00,0.425
2373.00,0.427
2374.00,0.427
2375.00,0.429
2376.00,0.431
2377.00,0.431
2378.00,0.433
2379.00,0.434
2380.00,0.433
2381.00,0.434
2382.00,0.436
2383.00,0.437
2384.00,0.437
2385.00,0.436
2386.00,0.437
2387.00,0.441
2388.00,0.443
2389.00,0.442
2390.00,0.442
2391.00,0.445
2392.00,0.444
2393.00,0.446
2394.00,0.449
2395.00,0.449
2396.00,0.449
2397.00,0.451
2398.00,0.452
2399.00,0.454
2400.00,0.456
2401.00,0.453
2402.00,0.455
2403.00,0.457
2404.00,0.454
2405.00,0.457
2406.00,0.460
2407.00,0.461
2408.00,0.465
2409.00,0.466
2410.00,0.466
2411.00,0.468
2412.00,0.467
2413.00,0.468
2414.00,0.471
2415.00,0.471
2416.00,0.469
2417.00,0.473
2418.00,0.473
2419.00,0.474
2420.00,0.479
2421.00,0.480
2422.00,0.478
2423.00,0.481
2424.00,0.483
2425.00,0.482
2426.00,0.486
2427.00,0.487
2428.00,0.485
2429.00,0.488
2430.00,0.490
2431.00,0.490
2432.00,0.495
2433.00,0.496
2434.00,0.493
2435.00,0.498
2436.00,0.500
2437.00,0.500
2438.00,0.502
2439.00,0.502
2440.00,0.504
2441.00,0.508
2442.00,0.509
2443.00,0.509
2444.00,0.510
2445.00,0.513
2446.00,0.514
2447.00,0.517
2448.00,0.521
2449.00,0.519
2450.00,0.520
2451.00,0.524
2452.00,0.522
2453.00,0.523
2454.00,0.526
2455.00,0.526
2456.00,0.527
2457.00,0.531
2458.00,0.532
2459.00,0.531
2460.00,0.535
2461.00,0.537
2462.00,0.538
2463.00,0.539
2464.00,0.541
2465.00,0.542
2466.00,0.545
2467.00,0.549
2468.00,0.548
2469.00,0.550
2470.00,0.553
2471.00,0.551
2472.00,0.549
2473.00,0.557
2474.00,0.560
2475.00,0.559
2476.00,0.564
2477.00,0.563
2478.00,0.561
2479.00,0.567
2480.00,0.572
2481.00,0.571
2482.00,0.571
2483.00,0.574
2484.00,0.576
2485.00,0.577
2486.00,0.579
2487.00,0.579
2488.00,0.579
2489.00,0.581
2490.00,0.582
2491.00,0.584
2492.00,0.586
2493.00,0.586
2494.00,0.584
2495.00,0.589
2496.00,0.593
2497.00,0.592
2498.00,0.593
2499.00,0.596
2500.00,0.594
2501.00,0.596
2502.00,0.601
2503.00,0.599
2504.00,0.598
2505.00,0.601
2506.00,0.602
2507.00,0.603
2508.00,0.604
2509.00,0.606
2510.00,0.604
2511.00,0.604
2512.00,0.603
2513.00,0.605
2514.00,0.611
2515.00,0.612
2516.00,0.610
2517.00,0.611
2518.00,0.613
2519.00,0.610
2520.00,0.612
2521.00,0.614
2522.00,0.616
2523.00,0.617
2524.00,0.618
2525.00,0.620
2526.00,0.617
2527.00,0.616
2528.00,0.622
2529.00,0.624
2530.00,0.620
2531.00,0.625
2532.00,0.623
2533.00,0.622
2534.00,0.627
2535.00,0.625
2536.00,0.621
2537.00,0.621
2538.00,0.626
2539.00,0.623
2540.00,0.619
2541.00,0.627
2542.00,0.630
2543.00,0.623
2544.00,0.623
2545.00,0.616
2546.00,0.620
2547.00,0.628
2548.00,0.628
2549.00,0.637
2550.00,0.629
2551.00,0.624
2552.00,0.624
2553.00,0.622
2554.00,0.629
2555.00,0.629
2556.00,0.628
2557.00,0.630
2558.00,0.636
2559.00,0.637
2560.00,0.643
2561.00,0.653
2562.00,0.653
2563.00,0.656
2564.00,0.662
2565.00,0.647
2566.00,0.638
2567.00,0.645
2568.00,0.665
2569.00,0.666
2570.00,0.640
2571.00,0.644
2572.00,0.637
2573.00,0.631
2574.00,0.635
2575.00,0.634
2576.00,0.636
2577.00,0.636
2578.00,0.635
2579.00,0.641
2580.00,0.646
2581.00,0.662
2582.00,0.707
2583.00,0.706
2584.00,0.666
2585.00,0.662
2586.00,0.660
2587.00,0.657
2588.00,0.673
2589.00,0.668
2590.00,0.663
2591.00,0.667
2592.00,0.671
2593.00,0.695
2594.00,0.708
2595.00,0.677
2596.00,0.658
2597.00,0.663
2598.00,0.662
2599.00,0.670
2600.00,0.682
